name,essround,edition,proddate,idno,cntry,stflife,happy,sclmeet,rlgdgr,alcfreq,gndr,agea,eduyrs,hinctnta
ESS7e01,7,1.0,28.10.2015,113,AT,8,8,4,3,2,1,40,12,5
ESS7e01,7,1.0,28.10.2015,114,AT,8,8,4,6,2,1,45,13,4
ESS7e01,7,1.0,28.10.2015,115,AT,9,8,4,7,2,1,32,12,8
ESS7e01,7,1.0,28.10.2015,116,AT,8,8,3,8,2,2,80,8,1
ESS7e01,7,1.0,28.10.2015,117,AT,9,8,3,8,3,2,64,8,4
ESS7e01,7,1.0,28.10.2015,118,AT,9,9,6,8,3,1,53,12,77
ESS7e01,7,1.0,28.10.2015,119,AT,7,7,5,6,2,1,39,12,5
ESS7e01,7,1.0,28.10.2015,125,AT,4,3,3,2,2,2,28,9,1
ESS7e01,7,1.0,28.10.2015,126,AT,8,7,5,8,5,2,47,13,77
ESS7e01,7,1.0,28.10.2015,127,AT,10,10,5,3,3,2,41,18,77
ESS7e01,7,1.0,28.10.2015,137,AT,8,9,4,5,7,1,50,13,5
ESS7e01,7,1.0,28.10.2015,138,AT,8,8,5,8,7,2,91,8,1
ESS7e01,7,1.0,28.10.2015,139,AT,3,6,3,6,1,1,71,14,2
ESS7e01,7,1.0,28.10.2015,140,AT,10,10,5,9,3,1,41,11,7
ESS7e01,7,1.0,28.10.2015,141,AT,8,8,4,7,1,1,78,9,1
ESS7e01,7,1.0,28.10.2015,142,AT,7,7,5,8,2,1,69,12,3
ESS7e01,7,1.0,28.10.2015,143,AT,10,8,6,7,4,2,44,13,2
ESS7e01,7,1.0,28.10.2015,149,AT,4,5,4,5,6,2,53,12,2
ESS7e01,7,1.0,28.10.2015,150,AT,6,6,6,5,7,2,78,8,2
ESS7e01,7,1.0,28.10.2015,151,AT,1,1,2,0,7,1,50,12,5
ESS7e01,7,1.0,28.10.2015,152,AT,7,7,6,2,3,2,64,10,2
ESS7e01,7,1.0,28.10.2015,153,AT,9,8,4,8,2,1,46,12,5
ESS7e01,7,1.0,28.10.2015,154,AT,8,9,6,7,6,2,24,13,6
ESS7e01,7,1.0,28.10.2015,161,AT,8,7,6,6,3,1,41,16,8
ESS7e01,7,1.0,28.10.2015,162,AT,7,8,5,5,7,2,43,18,8
ESS7e01,7,1.0,28.10.2015,163,AT,7,7,4,3,3,1,55,8,3
ESS7e01,7,1.0,28.10.2015,164,AT,4,5,4,1,7,2,74,10,2
ESS7e01,7,1.0,28.10.2015,165,AT,7,7,5,4,2,1,68,14,5
ESS7e01,7,1.0,28.10.2015,166,AT,7,6,6,1,2,2,46,9,1
ESS7e01,7,1.0,28.10.2015,167,AT,8,8,4,8,6,2,71,10,1
ESS7e01,7,1.0,28.10.2015,173,AT,7,8,4,6,4,2,72,12,5
ESS7e01,7,1.0,28.10.2015,174,AT,9,8,6,6,2,1,52,13,7
ESS7e01,7,1.0,28.10.2015,175,AT,9,9,4,5,6,2,45,13,4
ESS7e01,7,1.0,28.10.2015,176,AT,10,10,5,10,1,1,89,17,77
ESS7e01,7,1.0,28.10.2015,177,AT,7,8,6,7,2,1,40,10,5
ESS7e01,7,1.0,28.10.2015,178,AT,9,9,5,7,4,2,33,13,3
ESS7e01,7,1.0,28.10.2015,179,AT,7,8,3,2,3,1,49,22,8
ESS7e01,7,1.0,28.10.2015,185,AT,10,10,4,88,4,1,43,12,7
ESS7e01,7,1.0,28.10.2015,186,AT,8,7,4,6,3,2,60,12,77
ESS7e01,7,1.0,28.10.2015,187,AT,6,8,2,5,4,1,85,8,4
ESS7e01,7,1.0,28.10.2015,188,AT,10,8,5,7,1,1,37,12,6
ESS7e01,7,1.0,28.10.2015,189,AT,8,9,3,4,2,1,68,12,6
ESS7e01,7,1.0,28.10.2015,190,AT,9,7,3,4,3,1,75,12,4
ESS7e01,7,1.0,28.10.2015,191,AT,5,4,3,2,7,1,59,12,6
ESS7e01,7,1.0,28.10.2015,197,AT,9,8,4,3,2,1,64,8,5
ESS7e01,7,1.0,28.10.2015,198,AT,7,10,6,0,7,1,25,12,2
ESS7e01,7,1.0,28.10.2015,199,AT,9,6,6,0,3,2,31,9,1
ESS7e01,7,1.0,28.10.2015,200,AT,8,5,4,8,2,1,76,10,2
ESS7e01,7,1.0,28.10.2015,201,AT,6,7,4,6,5,2,73,8,1
ESS7e01,7,1.0,28.10.2015,202,AT,9,7,6,4,2,1,34,14,2
ESS7e01,7,1.0,28.10.2015,209,AT,5,5,5,8,7,1,31,16,5
ESS7e01,7,1.0,28.10.2015,210,AT,4,8,6,0,7,1,34,16,6
ESS7e01,7,1.0,28.10.2015,211,AT,5,4,5,3,7,2,37,11,3
ESS7e01,7,1.0,28.10.2015,212,AT,5,6,6,0,7,1,31,21,5
ESS7e01,7,1.0,28.10.2015,217,AT,7,7,4,7,7,2,33,12,6
ESS7e01,7,1.0,28.10.2015,218,AT,8,7,4,4,4,2,42,12,5
ESS7e01,7,1.0,28.10.2015,219,AT,5,7,1,4,7,2,49,11,2
ESS7e01,7,1.0,28.10.2015,220,AT,10,10,5,6,7,1,25,12,3
ESS7e01,7,1.0,28.10.2015,221,AT,8,5,6,0,7,2,76,12,4
ESS7e01,7,1.0,28.10.2015,229,AT,4,2,7,7,7,2,30,16,4
ESS7e01,7,1.0,28.10.2015,230,AT,3,5,4,6,2,1,40,12,4
ESS7e01,7,1.0,28.10.2015,231,AT,6,5,3,6,7,1,27,16,4
ESS7e01,7,1.0,28.10.2015,232,AT,1,7,2,6,2,1,55,11,4
ESS7e01,7,1.0,28.10.2015,233,AT,5,4,3,6,3,1,37,13,5
ESS7e01,7,1.0,28.10.2015,234,AT,4,2,5,0,7,1,42,12,5
ESS7e01,7,1.0,28.10.2015,235,AT,7,2,6,6,7,1,43,12,5
ESS7e01,7,1.0,28.10.2015,241,AT,8,8,7,6,7,2,15,9,88
ESS7e01,7,1.0,28.10.2015,242,AT,5,5,5,5,7,2,50,9,88
ESS7e01,7,1.0,28.10.2015,243,AT,10,10,2,5,7,2,36,14,77
ESS7e01,7,1.0,28.10.2015,244,AT,8,8,7,8,2,1,58,9,7
ESS7e01,7,1.0,28.10.2015,245,AT,10,10,7,2,4,1,20,12,88
ESS7e01,7,1.0,28.10.2015,246,AT,10,10,7,4,5,1,18,9,88
ESS7e01,7,1.0,28.10.2015,253,AT,3,4,4,5,2,1,76,13,77
ESS7e01,7,1.0,28.10.2015,254,AT,6,7,4,3,3,2,52,12,5
ESS7e01,7,1.0,28.10.2015,255,AT,6,6,4,2,4,2,44,10,3
ESS7e01,7,1.0,28.10.2015,265,AT,5,6,5,4,3,1,58,13,1
ESS7e01,7,1.0,28.10.2015,266,AT,7,3,7,5,7,1,81,11,1
ESS7e01,7,1.0,28.10.2015,267,AT,9,10,6,8,7,2,56,9,5
ESS7e01,7,1.0,28.10.2015,268,AT,8,10,7,5,2,1,67,12,5
ESS7e01,7,1.0,28.10.2015,269,AT,10,10,7,10,7,2,76,8,4
ESS7e01,7,1.0,28.10.2015,270,AT,8,8,7,0,3,1,28,9,2
ESS7e01,7,1.0,28.10.2015,277,AT,8,8,5,8,7,2,27,11,8
ESS7e01,7,1.0,28.10.2015,278,AT,6,5,4,0,2,1,52,13,6
ESS7e01,7,1.0,28.10.2015,279,AT,7,6,6,6,1,2,39,15,8
ESS7e01,7,1.0,28.10.2015,280,AT,7,7,6,6,2,1,37,10,7
ESS7e01,7,1.0,28.10.2015,289,AT,5,7,4,5,3,1,55,12,3
ESS7e01,7,1.0,28.10.2015,290,AT,9,7,6,5,7,1,23,12,2
ESS7e01,7,1.0,28.10.2015,291,AT,8,8,6,5,5,1,24,13,3
ESS7e01,7,1.0,28.10.2015,292,AT,7,8,6,2,5,2,28,11,2
ESS7e01,7,1.0,28.10.2015,293,AT,9,9,6,0,4,2,36,11,4
ESS7e01,7,1.0,28.10.2015,294,AT,9,8,4,4,5,2,30,12,3
ESS7e01,7,1.0,28.10.2015,301,AT,9,7,6,7,77,1,44,13,77
ESS7e01,7,1.0,28.10.2015,302,AT,7,8,6,6,7,2,68,17,77
ESS7e01,7,1.0,28.10.2015,303,AT,8,2,2,1,2,1,60,13,77
ESS7e01,7,1.0,28.10.2015,304,AT,7,8,5,5,2,1,40,16,77
ESS7e01,7,1.0,28.10.2015,309,AT,7,7,5,4,7,2,29,12,4
ESS7e01,7,1.0,28.10.2015,310,AT,5,5,4,2,6,1,45,9,1
ESS7e01,7,1.0,28.10.2015,311,AT,6,6,5,0,2,2,29,13,5
ESS7e01,7,1.0,28.10.2015,312,AT,7,7,6,2,4,1,79,12,2
ESS7e01,7,1.0,28.10.2015,313,AT,10,9,6,3,4,1,999,13,88
ESS7e01,7,1.0,28.10.2015,317,AT,7,8,4,5,7,2,49,12,77
ESS7e01,7,1.0,28.10.2015,318,AT,6,6,6,7,1,1,66,8,77
ESS7e01,7,1.0,28.10.2015,319,AT,7,8,3,3,3,1,63,12,77
ESS7e01,7,1.0,28.10.2015,320,AT,8,9,7,7,7,2,60,9,2
ESS7e01,7,1.0,28.10.2015,329,AT,10,9,6,5,7,2,77,11,3
ESS7e01,7,1.0,28.10.2015,330,AT,8,8,6,6,2,2,74,12,2
ESS7e01,7,1.0,28.10.2015,331,AT,5,8,6,0,2,1,33,9,9
ESS7e01,7,1.0,28.10.2015,332,AT,9,9,6,5,6,1,52,12,77
ESS7e01,7,1.0,28.10.2015,337,AT,8,1,7,10,3,1,63,16,10
ESS7e01,7,1.0,28.10.2015,338,AT,6,8,7,9,2,1,62,17,10
ESS7e01,7,1.0,28.10.2015,339,AT,8,8,4,5,6,2,63,17,10
ESS7e01,7,1.0,28.10.2015,340,AT,10,8,6,5,1,2,83,23,7
ESS7e01,7,1.0,28.10.2015,341,AT,7,2,3,2,1,1,56,10,5
ESS7e01,7,1.0,28.10.2015,342,AT,2,8,4,8,7,2,33,17,9
ESS7e01,7,1.0,28.10.2015,349,AT,9,9,6,9,3,2,46,11,9
ESS7e01,7,1.0,28.10.2015,350,AT,10,9,4,8,6,2,51,14,7
ESS7e01,7,1.0,28.10.2015,351,AT,10,10,3,8,2,1,64,11,8
ESS7e01,7,1.0,28.10.2015,352,AT,8,7,7,4,3,1,34,14,77
ESS7e01,7,1.0,28.10.2015,353,AT,8,9,5,5,3,1,67,17,5
ESS7e01,7,1.0,28.10.2015,354,AT,10,10,4,6,3,2,69,11,7
ESS7e01,7,1.0,28.10.2015,355,AT,8,8,6,2,6,2,16,11,7
ESS7e01,7,1.0,28.10.2015,356,AT,10,10,5,0,5,2,49,13,5
ESS7e01,7,1.0,28.10.2015,361,AT,8,9,6,4,6,2,42,18,4
ESS7e01,7,1.0,28.10.2015,362,AT,7,7,6,5,7,2,67,13,5
ESS7e01,7,1.0,28.10.2015,363,AT,7,6,4,6,4,1,69,15,6
ESS7e01,7,1.0,28.10.2015,364,AT,5,5,6,3,4,2,59,14,7
ESS7e01,7,1.0,28.10.2015,365,AT,5,5,6,2,7,2,21,14,1
ESS7e01,7,1.0,28.10.2015,366,AT,8,6,6,4,3,1,28,12,2
ESS7e01,7,1.0,28.10.2015,369,AT,9,9,6,3,4,2,48,17,6
ESS7e01,7,1.0,28.10.2015,370,AT,9,0,4,0,4,1,37,12,77
ESS7e01,7,1.0,28.10.2015,371,AT,2,1,88,3,2,1,40,8,5
ESS7e01,7,1.0,28.10.2015,372,AT,8,9,6,4,5,1,56,12,4
ESS7e01,7,1.0,28.10.2015,373,AT,8,7,2,6,7,2,58,9,77
ESS7e01,7,1.0,28.10.2015,377,AT,8,8,6,6,6,1,51,16,5
ESS7e01,7,1.0,28.10.2015,378,AT,7,7,3,5,2,1,47,20,8
ESS7e01,7,1.0,28.10.2015,379,AT,8,9,4,3,7,1,66,12,4
ESS7e01,7,1.0,28.10.2015,389,AT,8,8,6,2,1,1,77,9,1
ESS7e01,7,1.0,28.10.2015,390,AT,5,3,6,0,6,1,68,10,3
ESS7e01,7,1.0,28.10.2015,391,AT,0,6,6,7,2,2,50,11,7
ESS7e01,7,1.0,28.10.2015,392,AT,4,0,5,9,3,2,53,8,4
ESS7e01,7,1.0,28.10.2015,393,AT,6,7,4,10,4,2,52,11,8
ESS7e01,7,1.0,28.10.2015,394,AT,9,9,7,10,2,2,51,11,7
ESS7e01,7,1.0,28.10.2015,395,AT,10,10,7,0,6,1,36,10,3
ESS7e01,7,1.0,28.10.2015,396,AT,7,9,7,5,4,1,26,10,10
ESS7e01,7,1.0,28.10.2015,397,AT,8,10,6,8,7,2,62,10,6
ESS7e01,7,1.0,28.10.2015,398,AT,10,8,5,8,2,1,75,8,6
ESS7e01,7,1.0,28.10.2015,401,AT,6,6,5,3,2,1,67,14,4
ESS7e01,7,1.0,28.10.2015,402,AT,2,7,6,3,3,1,48,14,77
ESS7e01,7,1.0,28.10.2015,403,AT,7,6,5,7,6,2,67,15,77
ESS7e01,7,1.0,28.10.2015,404,AT,7,8,6,5,6,2,26,12,2
ESS7e01,7,1.0,28.10.2015,405,AT,8,5,6,4,2,1,60,15,77
ESS7e01,7,1.0,28.10.2015,406,AT,8,6,4,2,3,2,49,12,7
ESS7e01,7,1.0,28.10.2015,413,AT,0,0,3,8,1,1,63,9,8
ESS7e01,7,1.0,28.10.2015,414,AT,8,5,2,2,3,2,75,10,1
ESS7e01,7,1.0,28.10.2015,415,AT,7,9,2,0,2,1,47,11,3
ESS7e01,7,1.0,28.10.2015,416,AT,5,3,6,3,2,1,42,12,2
ESS7e01,7,1.0,28.10.2015,417,AT,7,7,6,5,6,2,37,12,6
ESS7e01,7,1.0,28.10.2015,418,AT,10,9,3,5,5,2,72,11,2
ESS7e01,7,1.0,28.10.2015,419,AT,5,6,2,5,3,1,42,13,3
ESS7e01,7,1.0,28.10.2015,420,AT,9,7,5,5,7,2,82,8,2
ESS7e01,7,1.0,28.10.2015,425,AT,9,9,6,7,6,1,44,19,8
ESS7e01,7,1.0,28.10.2015,426,AT,8,8,5,7,7,2,66,8,2
ESS7e01,7,1.0,28.10.2015,427,AT,7,7,5,9,7,1,51,13,5
ESS7e01,7,1.0,28.10.2015,428,AT,8,8,6,5,7,2,66,14,6
ESS7e01,7,1.0,28.10.2015,433,AT,8,8,4,4,6,1,41,14,6
ESS7e01,7,1.0,28.10.2015,434,AT,10,10,5,2,7,2,37,11,9
ESS7e01,7,1.0,28.10.2015,435,AT,8,9,7,8,7,2,33,17,7
ESS7e01,7,1.0,28.10.2015,436,AT,10,10,6,3,4,2,37,14,6
ESS7e01,7,1.0,28.10.2015,441,AT,9,8,6,0,2,1,70,11,4
ESS7e01,7,1.0,28.10.2015,442,AT,9,8,7,0,5,1,64,11,9
ESS7e01,7,1.0,28.10.2015,443,AT,8,9,6,5,2,2,73,9,9
ESS7e01,7,1.0,28.10.2015,444,AT,2,2,6,0,2,2,65,9,4
ESS7e01,7,1.0,28.10.2015,445,AT,8,6,6,0,77,1,64,12,1
ESS7e01,7,1.0,28.10.2015,449,AT,9,9,4,5,7,2,22,13,6
ESS7e01,7,1.0,28.10.2015,450,AT,8,6,3,4,4,1,31,13,4
ESS7e01,7,1.0,28.10.2015,451,AT,9,10,4,8,5,2,58,13,7
ESS7e01,7,1.0,28.10.2015,452,AT,10,8,3,4,6,2,28,13,5
ESS7e01,7,1.0,28.10.2015,453,AT,10,10,5,4,5,2,41,13,6
ESS7e01,7,1.0,28.10.2015,454,AT,10,9,4,6,6,2,57,13,5
ESS7e01,7,1.0,28.10.2015,455,AT,8,8,5,4,1,1,51,13,6
ESS7e01,7,1.0,28.10.2015,456,AT,7,7,2,0,3,2,45,11,4
ESS7e01,7,1.0,28.10.2015,461,AT,8,8,4,7,2,1,76,13,5
ESS7e01,7,1.0,28.10.2015,462,AT,9,9,6,8,6,1,58,15,6
ESS7e01,7,1.0,28.10.2015,463,AT,10,10,6,9,4,2,79,12,5
ESS7e01,7,1.0,28.10.2015,464,AT,7,7,6,8,4,1,65,14,77
ESS7e01,7,1.0,28.10.2015,465,AT,10,9,5,8,3,1,73,11,4
ESS7e01,7,1.0,28.10.2015,466,AT,8,8,5,5,2,2,74,13,88
ESS7e01,7,1.0,28.10.2015,467,AT,7,8,6,10,7,2,80,12,3
ESS7e01,7,1.0,28.10.2015,473,AT,5,7,6,8,2,1,41,12,5
ESS7e01,7,1.0,28.10.2015,474,AT,4,7,5,4,7,2,30,17,5
ESS7e01,7,1.0,28.10.2015,475,AT,5,5,4,6,7,1,29,18,5
ESS7e01,7,1.0,28.10.2015,476,AT,3,6,4,5,7,1,45,13,4
ESS7e01,7,1.0,28.10.2015,481,AT,5,5,4,0,7,2,50,12,4
ESS7e01,7,1.0,28.10.2015,482,AT,0,8,1,8,7,2,62,9,77
ESS7e01,7,1.0,28.10.2015,483,AT,7,7,2,7,1,1,64,12,3
ESS7e01,7,1.0,28.10.2015,484,AT,7,8,6,0,5,1,30,12,88
ESS7e01,7,1.0,28.10.2015,485,AT,7,7,3,7,7,2,72,8,77
ESS7e01,7,1.0,28.10.2015,486,AT,10,10,6,0,77,2,26,12,3
ESS7e01,7,1.0,28.10.2015,487,AT,4,7,4,7,1,1,67,11,2
ESS7e01,7,1.0,28.10.2015,488,AT,8,8,4,0,7,2,26,9,88
ESS7e01,7,1.0,28.10.2015,489,AT,5,8,1,8,7,2,59,9,3
ESS7e01,7,1.0,28.10.2015,493,AT,7,5,6,1,4,1,25,13,4
ESS7e01,7,1.0,28.10.2015,494,AT,10,10,5,1,4,2,48,12,4
ESS7e01,7,1.0,28.10.2015,495,AT,10,10,6,5,3,1,67,12,5
ESS7e01,7,1.0,28.10.2015,496,AT,7,7,3,0,1,1,72,22,9
ESS7e01,7,1.0,28.10.2015,497,AT,10,9,6,7,3,1,71,17,9
ESS7e01,7,1.0,28.10.2015,498,AT,10,10,7,10,4,2,58,15,7
ESS7e01,7,1.0,28.10.2015,499,AT,5,5,3,10,7,2,58,14,2
ESS7e01,7,1.0,28.10.2015,500,AT,9,8,5,7,3,2,75,12,2
ESS7e01,7,1.0,28.10.2015,505,AT,8,8,6,8,7,2,59,9,77
ESS7e01,7,1.0,28.10.2015,506,AT,8,9,4,1,5,2,33,12,77
ESS7e01,7,1.0,28.10.2015,507,AT,8,7,6,0,5,1,22,13,88
ESS7e01,7,1.0,28.10.2015,508,AT,7,7,5,5,4,2,49,12,2
ESS7e01,7,1.0,28.10.2015,509,AT,10,9,5,6,7,2,29,12,6
ESS7e01,7,1.0,28.10.2015,510,AT,7,7,6,7,7,1,40,10,6
ESS7e01,7,1.0,28.10.2015,517,AT,5,5,7,8,7,1,60,9,1
ESS7e01,7,1.0,28.10.2015,518,AT,8,9,6,7,7,2,73,11,7
ESS7e01,7,1.0,28.10.2015,519,AT,2,3,6,5,3,1,51,15,1
ESS7e01,7,1.0,28.10.2015,520,AT,10,10,6,4,7,1,62,12,5
ESS7e01,7,1.0,28.10.2015,525,AT,9,10,4,0,6,1,18,10,88
ESS7e01,7,1.0,28.10.2015,526,AT,5,6,1,5,6,1,40,12,77
ESS7e01,7,1.0,28.10.2015,527,AT,7,7,4,3,3,2,26,16,3
ESS7e01,7,1.0,28.10.2015,528,AT,6,7,5,4,6,1,66,4,1
ESS7e01,7,1.0,28.10.2015,533,AT,9,9,7,3,6,2,15,9,77
ESS7e01,7,1.0,28.10.2015,534,AT,2,8,7,5,2,1,44,12,5
ESS7e01,7,1.0,28.10.2015,535,AT,2,0,4,10,7,1,85,8,77
ESS7e01,7,1.0,28.10.2015,536,AT,10,10,4,1,3,1,61,14,77
ESS7e01,7,1.0,28.10.2015,537,AT,6,6,4,4,7,2,28,13,4
ESS7e01,7,1.0,28.10.2015,538,AT,10,10,6,8,3,2,59,12,7
ESS7e01,7,1.0,28.10.2015,539,AT,2,8,6,6,3,1,48,13,77
ESS7e01,7,1.0,28.10.2015,545,AT,8,8,4,2,3,1,30,12,3
ESS7e01,7,1.0,28.10.2015,546,AT,8,9,4,7,5,2,52,12,2
ESS7e01,7,1.0,28.10.2015,547,AT,8,8,4,5,3,1,54,13,4
ESS7e01,7,1.0,28.10.2015,548,AT,8,8,6,3,2,1,19,12,2
ESS7e01,7,1.0,28.10.2015,557,AT,7,7,4,5,3,2,21,12,2
ESS7e01,7,1.0,28.10.2015,558,AT,7,7,4,8,5,2,60,8,4
ESS7e01,7,1.0,28.10.2015,559,AT,5,5,4,5,3,1,70,11,4
ESS7e01,7,1.0,28.10.2015,560,AT,0,10,7,0,2,2,27,9,77
ESS7e01,7,1.0,28.10.2015,561,AT,7,7,5,0,7,1,48,12,6
ESS7e01,7,1.0,28.10.2015,562,AT,7,7,5,7,1,1,63,8,4
ESS7e01,7,1.0,28.10.2015,563,AT,7,5,5,4,2,1,56,12,2
ESS7e01,7,1.0,28.10.2015,564,AT,7,7,6,5,4,2,74,8,2
ESS7e01,7,1.0,28.10.2015,565,AT,6,5,5,5,3,1,68,8,5
ESS7e01,7,1.0,28.10.2015,569,AT,10,10,6,5,3,1,39,9,77
ESS7e01,7,1.0,28.10.2015,570,AT,8,8,2,5,6,2,56,13,6
ESS7e01,7,1.0,28.10.2015,571,AT,9,9,3,5,6,2,31,14,4
ESS7e01,7,1.0,28.10.2015,572,AT,8,7,3,2,7,2,79,8,3
ESS7e01,7,1.0,28.10.2015,581,AT,3,4,4,0,4,1,35,13,77
ESS7e01,7,1.0,28.10.2015,582,AT,4,4,4,6,7,2,30,14,4
ESS7e01,7,1.0,28.10.2015,583,AT,8,9,6,0,7,1,999,12,77
ESS7e01,7,1.0,28.10.2015,584,AT,5,5,5,5,3,1,36,13,3
ESS7e01,7,1.0,28.10.2015,589,AT,10,9,6,1,1,1,70,13,1
ESS7e01,7,1.0,28.10.2015,590,AT,6,5,4,2,3,2,46,12,4
ESS7e01,7,1.0,28.10.2015,591,AT,5,6,6,3,6,2,55,12,8
ESS7e01,7,1.0,28.10.2015,592,AT,8,9,6,3,5,2,70,10,6
ESS7e01,7,1.0,28.10.2015,597,AT,7,8,6,8,3,2,48,20,6
ESS7e01,7,1.0,28.10.2015,598,AT,8,10,6,0,4,1,24,16,4
ESS7e01,7,1.0,28.10.2015,599,AT,7,7,4,3,7,1,51,9,8
ESS7e01,7,1.0,28.10.2015,600,AT,6,7,3,7,7,2,63,11,2
ESS7e01,7,1.0,28.10.2015,605,AT,6,4,2,2,4,2,87,12,2
ESS7e01,7,1.0,28.10.2015,606,AT,7,6,4,5,3,2,43,12,2
